編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPPQMLTJRHJGFAD68DA,坡道機械,1200000,18.54,地下三樓
RPXNMLPJRHJGFBD88DA,一樓平面,0,,一樓
RPWOMLLKRHJGFBD58DA,一樓平面,1500000,15.01,一樓
RPPOMLQLQHJGFCD48DA,坡道平面,0,37.98,地下一樓
RPTNMLQKRHJGFHD66DA,坡道平面,0,27.88,地下二樓
RPPOMLNKRHJGFKD98DA,坡道平面,0,,地下一樓
RPWNMLNJRHJGFAD48DA,坡道平面,0,25.96,地下三樓
RPPNMLOKRHJGFAD97DA,坡道平面,0,,地下一樓
RPSNMLSKRHJGFAD68DA,坡道平面,0,26.54,地下五樓含以下
RPTOMLTJRHJGFBD98DA,坡道平面,0,26.87,地下三樓
RPOOMLQJQHJGFCD18DA,坡道機械,0,,地下一樓
RPWNMLTKRHJGFGD17DA,坡道機械,0,,地下一樓
RPUOMLRLQHJGFHD96DA,一樓平面,1450000,20.69,一樓
RPPNMLPKRHJGFHD78DA,一樓平面,1450000,20.69,一樓
RPUOMLMKRHJGFKD76DA,坡道平面,0,,地下二樓
RPTOMLPJQHJGFKD76DA,坡道平面,1500000,,地下二樓
RPXNMLNKRHJGFKD07DA,坡道平面,0,38.58,地下二樓
RPTNMLQJQHJGFAD38DA,坡道平面,0,14.99,地下二樓
RPXNMLPJQHJGFAD68DA,坡道平面,0,,地下一樓
RPROMLTLPHJGFGD66DA,一樓平面,0,,一樓
RPPNMLKKRHJGFHD28DA,一樓平面,0,28.77,一樓
RPWNMLOJRHJGFID76DA,坡道平面,0,,地下二樓
RPRNMLKKRHJGFDD18EA,坡道平面,0,29.13,地下二樓
RPRNMLOJRHJGFKD09DA,坡道平面,0,22.00,地下三樓
RPWNMLKKRHJGFAD28DA,坡道平面,0,,地下一樓
RPPPMLTJRHJGFBD68DA,坡道平面,0,,地下一樓
RPOOMLNJRHJGFID58DA,坡道平面,1400000,25.09,地下二樓
RPOTMLNJRHJGFID09DA,坡道平面,1600000,27.51,地下一樓
RPQOMLPJQHJGFKD09DA,坡道平面,0,,地下一樓
RPTNMLTJRHJGFKD17DA,坡道平面,0,,地下二樓
RPSNMLPKQHJGFAD28DA,坡道平面,0,,地下三樓
RPPNMLKKRHJGFAD57DA,坡道機械,0,23.35,地下三樓
RPTNMLTJRHJGFAD78DA,坡道平面,1800000,25.61,地下二樓
RPTNMLTJRHJGFAD78DA,坡道平面,1750000,25.61,地下二樓
RPSOMLKKRHJGFCD18DA,一樓平面,0,,一樓
RPQRMLKLQHJGFCD28DA,坡道機械,0,,地下一樓
RPRPMLKMPHJGFHD68DA,一樓平面,0,14.12,一樓
RPPNMLNKRHJGFDD28EA,升降機械,0,,地下一樓
RPTQMLKKRHJGFID09DA,坡道平面,1500000,20.52,地下二樓
RPXRMLSJQHJGFID57DA,坡道平面,0,27.51,地下二樓
RPROMLLKRHJGFBD08DA,坡道平面,1600000,25.73,地下一樓
RPRNMLOJRHJGFBD18DA,一樓平面,1750000,14.70,一樓
RPRNMLKKRHJGFCD97DA,坡道機械,600000,21.50,地下二樓
RPROMLKKRHJGFCD08DA,坡道平面,0,23.84,地下二樓
RPUNMLPJRHJGFGD09DA,其他,900000,9.65,一樓
RPOOMLNKRHJGFFD38DA,其他,0,5.16,一樓
RPVRMLSJQHJGFID37DA,坡道平面,0,,地下一樓
RPTQMLNJRHJGFID66DA,坡道平面,1500000,26.19,地下一樓
RPQOMLPJRHJGFKD56DA,坡道平面,1400000,33.76,地下二樓
RPVNMLOJRHJGFAD48DA,坡道機械,1100000,18.54,地下四樓
RPVPMLTJRHJGFAD56DA,坡道機械,1200000,18.54,地下三樓
RPQOMLTJRHJGFBD68DA,一樓平面,0,18.30,一樓
RPVOMLLKRHJGFBD48DA,一樓平面,1400000,15.01,一樓
RPSNMLNKRHJGFBD28DA,一樓平面,0,18.31,一樓
RPTNMLLKRHJGFCD28DA,坡道平面,0,,地下二樓
RPQNMLMKRHJGFCD08DA,坡道平面,0,24.05,地下二樓
RPPNMLPKRHJGFKD09DA,坡道平面,0,25.59,地下一樓
RPXOMLLKRHJGFBD68DA,一樓平面,1400000,15.01,一樓
RPPNMLQJRHJGFID88DA,坡道平面,0,17.45,地下四樓
RPVOMLMKRHJGFKD86DA,坡道平面,0,,地下一樓
RPRNMLTKQHJGFAD58DA,一樓平面,0,22.89,一樓
RPSOMLPJRHJGFAD38DA,坡道平面,0,,地下一樓
RPSQMLTJRHJGFAD98DA,坡道機械,1200000,18.54,地下三樓
RPQNMLTKRHJGFAD58DA,坡道機械,0,28.37,地下五樓含以下
RPOOMLQJRHJGFCD28DA,坡道平面,1710000,23.63,地下一樓
RPWNMLQJRHJGFCD98DA,坡道平面,1710000,23.00,地下一樓
RPVNMLLKRHJGFGD88DA,一樓平面,1200000,23.16,一樓
RPPNMLTKRHJGFGD09DA,一樓平面,0,14.74,一樓
RPPPMLSLQHJGFID76DA,坡道平面,0,20.52,地下二樓
RPSNMLMKRHJGFKD09DA,坡道平面,1400000,36.41,地下二樓
RPXNMLRKPHJGFAD88DA,一樓平面,1600000,22.89,一樓
RPQNMLMJRHJGFID58DA,坡道平面,1550000,20.52,地下一樓
RPQNMLSLQHJGFBD58DA,坡道平面,1500000,23.33,地下二樓
RPRNMLSLQHJGFBD68DA,坡道平面,1500000,23.33,地下二樓
RPXNMLSJPHJGFBD98DA,坡道平面,1600000,23.33,地下一樓
RPRPMLPJRHJGFID56DA,坡道平面,0,17.45,地下四樓
RPQOMLNJRHJGFGD58DA,其他,800000,9.65,一樓
RPQNMLMKRHJGFKD88DA,坡道平面,0,34.79,地下一樓
RPUPMLLKRHJGFAD38DA,坡道機械,0,,地下一樓
RPQRMLPJRHJGFID66DA,坡道平面,1550000,26.19,地下一樓
RPXNMLPJRHJGFKD17DA,坡道平面,1650000,33.76,地下一樓
RPUOMLPJRHJGFKD96DA,坡道平面,1650000,33.76,地下一樓
RPQNMLKMOHJGFAD57DA,坡道機械,600000,,地下一樓
RPVOMLTLPHJGFGD07DA,一樓平面,0,,一樓
RPOOMLMKRHJGFHD48DA,升降機械,850000,12.94,一樓
RPXNMLMKQHJGFAD48DA,其他,1050000,13.98,一樓
RPOQMLTJRHJGFAD58DA,坡道機械,1200000,18.54,地下三樓
RPRNMLNKRHJGFKD09DA,坡道平面,1650000,33.76,地下一樓
RPRQMLTJRHJGFAD88DA,坡道機械,1100000,18.54,地下四樓
RPUNMLNJRHJGFAD28DA,坡道機械,1100000,18.54,地下四樓
RPPNMLOJRHJGFBD97DA,一樓平面,1680000,17.24,一樓
RPPNMLMJRHJGFID48DA,坡道平面,1500000,20.52,地下二樓
RPVNMLNJRHJGFAD38DA,坡道平面,0,,地下一樓
RPWOMLMJRHJGFAD48DA,坡道平面,0,33.40,地下三樓
RPPPMLKKRHJGFAD77DA,坡道平面,0,29.86,地下四樓
RPQNMLTLQHJGFBD68DA,坡道平面,1500000,23.33,地下一樓
RPQPMLTJRHJGFHD76DA,升降平面,850000,9.88,一樓
RPQOMLKKRHJGFHD48DA,坡道平面,0,24.80,地下一樓
RPUOMLNKQHJGFBD48DA,坡道平面,0,25.60,地下一樓
RPSNMLTJRHJGFDD98DA,一樓平面,1250000,16.67,一樓
RPXOMLNJRHJGFID86DA,坡道平面,1550000,26.19,地下一樓
RPTSMLNJRHJGFID86DA,坡道平面,1700000,26.19,地下二樓
RPUPMLNJRHJGFID66DA,坡道平面,1550000,26.19,地下一樓
RPUSMLNJRHJGFID96DA,坡道平面,1550000,26.19,地下一樓
RPTPMLNJRHJGFID56DA,坡道平面,1450000,26.19,地下二樓
RPWPMLTJRHJGFAD66DA,坡道平面,2000000,25.96,地下二樓
RPXPMLTJRHJGFAD76DA,坡道機械,1100000,18.54,地下四樓
RPUNMLQKRHJGFKD07DA,坡道機械,0,,地下二樓
RPOOMLNJRHJGFGD38DA,一樓平面,1180000,18.01,一樓
RPQQMLTJRHJGFAD78DA,坡道機械,1200000,18.54,地下三樓
RPTSMLPJRHJGFHD96DA,坡道平面,950000,18.84,地下一樓
RPPOMLTJRHJGFBD58DA,坡道平面,0,24.17,地下一樓
RPRQMLPJRHJGFID66DA,坡道平面,1450000,26.19,地下二樓
RPQRMLNJRHJGFID09DA,坡道平面,1400000,25.09,地下二樓
RPUNMLTJRHJGFDD56DA,其他,700000,16.81,一樓
RPPRMLNJRHJGFID98DA,坡道平面,1500000,25.09,地下一樓
RPWSMLNJRHJGFID17DA,坡道平面,1550000,26.19,地下一樓
RPRRMLNJRHJGFID56DA,坡道平面,1450000,26.19,地下二樓
RPUNMLMKRHJGFHD98DA,升降機械,750000,12.94,一樓
RPRNMLMKRHJGFHD68DA,升降機械,750000,12.94,一樓
RPTOMLPJRHJGFID66DA,坡道平面,1400000,25.09,地下二樓
RPWPMLNJRHJGFID86DA,坡道平面,1450000,26.19,地下二樓
RPRTMLNJRHJGFID76DA,坡道平面,1450000,26.19,地下二樓
RPSNMLMKRHJGFHD78DA,升降機械,780000,12.94,一樓
RPQNMLMKRHJGFHD58DA,升降機械,720000,12.94,一樓
RPVRMLPJRHJGFHD07DA,坡道平面,700000,17.78,地下一樓
RPQOMLKKRHJGFBD87DA,一樓平面,1600000,13.76,一樓
RPQOMLNJRHJGFID78DA,坡道平面,1400000,25.09,地下二樓
RPTNMLMKRHJGFHD88DA,升降機械,720000,12.94,一樓
RPTPMLTJRHJGFHD07DA,升降機械,850000,9.88,一樓
RPPNMLLKRHJGFDD97DA,坡道平面,1200000,18.21,地下一樓
RPTNMLPKPHJGFHD98DA,坡道平面,800000,18.84,地下一樓
RPOPMLTJRHJGFHD56DA,坡道平面,950000,26.07,地下一樓
RPOPMLTJRHJGFHD56DA,坡道平面,700000,18.84,地下二樓
RPXNMLMKRHJGFHD66DA,升降機械,720000,12.94,一樓
RPSOMLKKRHJGFBD08DA,坡道平面,1650000,24.62,地下三樓
RPVNMLQJRHJGFGD66DA,一樓平面,1150000,23.16,一樓
RPORMLPJRHJGFID09DA,坡道平面,1550000,26.19,地下一樓
RPPOMLLKRHJGFBD87DA,坡道平面,1400000,25.73,地下三樓
RPUQMLPJRHJGFID96DA,坡道平面,0,26.19,地下一樓
RPUQMLPJRHJGFID96DA,坡道平面,0,25.09,地下一樓
RPSOMLNLQHJGFKD66DA,一樓平面,1600000,21.49,一樓
RPWNMLMKRHJGFHD56DA,升降機械,750000,12.94,一樓
RPVNMLSKRHJGFHD07DA,一樓平面,1450000,16.25,一樓
RPUOMLPJRHJGFID76DA,坡道平面,1550000,26.19,地下一樓
RPQOMLMKRHJGFHD68DA,升降機械,780000,12.94,一樓
RPROMLMKRHJGFHD78DA,升降機械,750000,12.94,一樓
RPSPMLTJRHJGFHD96DA,一樓平面,1450000,16.25,一樓
RPRSMLQJRHJGFHD86DA,其他,850000,11.13,一樓
RPXOMLNLQHJGFKD17DA,一樓平面,1600000,14.88,一樓
RPWOMLNLQHJGFKD07DA,一樓平面,1600000,14.88,一樓
RPVQMLNJRHJGFID86DA,坡道平面,1550000,26.19,地下一樓
RPUQMLNJRHJGFID76DA,坡道平面,1550000,26.19,地下一樓
RPXRMLNJRHJGFID17DA,坡道平面,1450000,26.19,地下二樓
RPQPMLNJRHJGFID88DA,坡道平面,1450000,26.19,地下二樓
RPQOMLOJRHJGFAD08DA,坡道平面,2000000,25.96,地下二樓
RPQNMLOLOHJGFBD97DA,坡道平面,1400000,25.73,地下三樓
RPURMLNJRHJGFID86DA,坡道平面,0,26.19,地下二樓
RPURMLNJRHJGFID86DA,坡道平面,0,26.19,地下二樓
RPRPMLNJRHJGFID98DA,坡道平面,1550000,26.19,地下一樓
RPPRMLPJRHJGFID56DA,坡道平面,1550000,26.19,地下一樓
RPSTMLNJRHJGFID86DA,坡道平面,1550000,26.19,地下一樓
RPRSMLNJRHJGFID66DA,坡道平面,0,26.19,地下一樓
RPRSMLNJRHJGFID66DA,坡道平面,0,26.19,地下一樓
RPQSMLNJRHJGFID56DA,坡道平面,1450000,26.19,地下二樓
RPOSMLNJRHJGFID98DA,坡道平面,1450000,26.19,地下二樓
RPTOMLNJRHJGFID09DA,坡道平面,1450000,26.19,地下二樓
RPVPMLNJRHJGFID76DA,坡道平面,1450000,26.19,地下二樓
RPTTMLNJRHJGFID96DA,坡道平面,1500000,27.51,地下二樓
RPWQMLPJRHJGFID17DA,坡道平面,1550000,26.19,地下一樓
RPOPMLNJRHJGFID68DA,坡道平面,0,26.19,地下一樓
RPOPMLNJRHJGFID68DA,坡道平面,0,26.19,地下一樓
RPVRMLNJRHJGFID96DA,坡道平面,1550000,26.19,地下一樓
RPOPMLOJRHJGFHD68DA,一樓平面,1300000,13.08,一樓
RPWRMLMLPHJGFBD88DA,坡道平面,1500000,25.73,地下二樓
RPSQMLPJRHJGFID76DA,坡道平面,1390000,26.19,地下一樓
RPQQMLNJRHJGFID98DA,坡道平面,1500000,27.51,地下二樓
RPXNMLMKRHJGFKD96DA,坡道平面,1500000,33.76,地下三樓
RPOQMLNJRHJGFID78DA,坡道平面,1550000,26.19,地下一樓
RPUOMLNJRHJGFID56DA,坡道平面,1550000,26.19,地下一樓
RPVSMLNJRHJGFID07DA,坡道平面,1400000,27.51,地下二樓
RPQQMLPJRHJGFID56DA,坡道平面,1550000,26.19,地下一樓
RPPQMLNJRHJGFID88DA,坡道平面,1450000,26.19,地下二樓
RPQTMLNJRHJGFID66DA,坡道平面,1450000,26.19,地下二樓
RPPOMLPJOHJGFBD87DA,坡道平面,0,25.73,地下三樓
RPPOMLPJOHJGFBD87DA,坡道平面,0,25.73,地下三樓
RPPQMLPJRHJGFID09DA,坡道平面,1550000,26.19,地下一樓
RPTRMLNJRHJGFID76DA,坡道平面,1550000,26.19,地下一樓
RPPSMLNJRHJGFID09DA,坡道平面,1550000,26.19,地下一樓
RPSOMLPJRHJGFKD76DA,坡道平面,1400000,33.76,地下二樓
RPXQMLPJRHJGFID27DA,坡道平面,1400000,27.51,地下二樓
RPPOMLPJRHJGFKD09DA,坡道平面,1400000,33.76,地下三樓
RPPOMLTJRHJGFKD86DA,坡道平面,1500000,33.76,地下二樓
RPPNMLNKRHJGFKD88DA,坡道平面,1400000,33.76,地下三樓
RPRRMLMKOHJGFBD18DA,坡道平面,1350000,23.67,地下三樓
RPPPMLLKRHJGFBD97DA,坡道平面,1400000,25.73,地下二樓
RPWNMLMLQHJGFFD98DA,一樓平面,880000,23.17,一樓
RPUNMLTJRHJGFCD09DA,坡道平面,1660000,24.05,地下一樓
RPTNMLTJRHJGFDD09DA,其他,1150000,16.81,一樓
RPVNMLTJRHJGFDD66DA,其他,550000,16.81,一樓
RPQNMLPJPHJGFCD08DA,坡道平面,1750000,24.05,地下一樓
RPRRMLKKRHJGFID98DA,其他,980000,13.45,一樓
RPRNMLPJOHJGFBD97DA,坡道平面,0,30.88,地下一樓
RPRNMLPJOHJGFBD97DA,坡道平面,0,30.88,地下一樓
RPSNMLPJOHJGFBD08DA,坡道平面,1400000,25.73,地下三樓
RPQOMLPJOHJGFBD97DA,坡道平面,1300000,25.73,地下三樓
RPTOMLPJOHJGFBD28DA,坡道平面,1400000,25.73,地下三樓
RPQOMLMKOHJGFBD77DA,坡道平面,1500000,25.73,地下二樓
RPOUMLSJRHJGFID07DA,坡道平面,1200000,25.02,地下二樓
RPOQMLSJRHJGFID66DA,坡道平面,1400000,25.02,地下一樓
RPRPMLKMPHJGFCD18DA,坡道平面,1650000,24.24,地下二樓
RPOPMLSKOHJGFID98DA,坡道平面,1200000,25.02,地下二樓
RPVNMLPLOHJGFID66DA,坡道平面,1400000,25.02,地下一樓
RPVOMLOKQHJGFID76DA,坡道平面,1250000,25.02,地下一樓
RPTNMLSKOHJGFID66DA,坡道平面,1300000,25.02,地下一樓
RPWRMLSJRHJGFID57DA,坡道平面,1150000,25.02,地下二樓
RPUNMLMKRHJGFID09DA,坡道平面,1200000,25.02,地下二樓
RPVNMLMKRHJGFID56DA,坡道平面,1200000,25.02,地下二樓
RPUQMLMKRHJGFID76DA,坡道平面,890000,25.02,地下二樓
RPUNMLNKRHJGFID56DA,坡道平面,1300000,25.02,地下一樓
RPQOMLMKRHJGFID78DA,坡道平面,1050000,25.02,地下一樓
RPSOMLLLOHJGFCD08DA,坡道平面,1550000,24.05,地下一樓
RPPPMLSJRHJGFID66DA,坡道平面,1250000,25.02,地下一樓
RPWNMLOJRHJGFAD58DA,坡道機械,1130000,18.54,地下三樓
RPPPMLKKRHJGFID58DA,坡道平面,1300000,25.02,地下一樓
RPRPMLKKRHJGFID78DA,坡道平面,1300000,25.02,地下一樓
RPWOMLTKPHJGFBD56DA,坡道平面,1500000,23.33,地下一樓
RPPNMLKLOHJGFBD47DA,坡道平面,1500000,21.75,地下一樓
RPXNMLMKRHJGFID76DA,坡道平面,1150000,25.02,地下二樓
RPSNMLTJRHJGFGD66DA,一樓平面,850000,12.71,一樓
RPPUMLTJRHJGFID27DA,坡道平面,1200000,25.02,地下一樓
RPOTMLSJRHJGFID96DA,坡道平面,1200000,25.02,地下二樓
RPVOMLMKRHJGFID66DA,坡道平面,1300000,25.02,地下一樓
RPRQMLMKRHJGFID09DA,坡道平面,1050000,25.02,地下一樓
RPWNMLQKQHJGFID96DA,坡道平面,1150000,25.02,地下二樓
RPSRMLSJRHJGFID17DA,坡道平面,950000,25.02,地下二樓
RPROMLOKOHJGFID78DA,坡道平面,1200000,25.02,地下二樓
RPTNMLSJRHJGFID86DA,坡道平面,1200000,25.02,地下二樓
RPTOMLOKQHJGFID56DA,坡道平面,950000,25.02,地下二樓
RPWSMLSJRHJGFID67DA,坡道平面,1200000,25.02,地下二樓
RPQOMLSJRHJGFID66DA,坡道平面,1200000,25.02,地下二樓
RPQNMLMKRHJGFID68DA,坡道平面,1300000,25.02,地下一樓
RPWNMLMKRHJGFID66DA,坡道平面,1200000,25.02,地下二樓
RPUOMLMKRHJGFID56DA,坡道平面,1200000,25.02,地下二樓
RPPOMLMKRHJGFID68DA,坡道平面,1250000,25.02,地下一樓
RPPQMLMKRHJGFID88DA,坡道平面,1150000,25.02,地下二樓
RPSNMLMKRHJGFID88DA,坡道平面,1000000,25.02,地下一樓
RPWQMLMKRHJGFID96DA,坡道平面,1150000,25.02,地下二樓
RPOPMLMKRHJGFID68DA,坡道平面,1200000,25.02,地下二樓
RPQQMLMKRHJGFID98DA,坡道平面,1250000,25.02,地下一樓
RPXNMLNKOHJGFBD48DA,坡道平面,1500000,23.33,地下一樓
RPWNMLNKRHJGFID76DA,坡道平面,950000,25.02,地下二樓
RPTOMLKMQHJGFID98DA,坡道平面,1200000,25.02,地下二樓
RPVNMLNJRHJGFID56DA,坡道平面,1300000,25.02,地下一樓
RPPSMLSJRHJGFID96DA,坡道平面,1150000,25.02,地下二樓
RPOQMLKKRHJGFID58DA,坡道平面,950000,25.02,地下二樓
RPQVMLTJRHJGFID47DA,坡道平面,950000,25.02,地下二樓
RPTNMLMKRHJGFID98DA,坡道平面,1250000,25.02,地下一樓
RPOUMLTJRHJGFID17DA,坡道平面,1200000,25.02,地下二樓
RPPTMLSJRHJGFID07DA,坡道平面,1300000,25.02,地下一樓
RPTUMLTJRHJGFID67DA,坡道平面,1200000,25.02,地下二樓
RPVQMLMKRHJGFID86DA,坡道平面,1150000,25.02,地下二樓
RPXNMLSKPHJGFBD09DA,坡道平面,1500000,23.33,地下一樓
RPWOMLPKQHJGFID96DA,坡道平面,1150000,25.02,地下二樓
RPQPMLOKQHJGFID98DA,坡道平面,1150000,25.02,地下二樓
RPXOMLPKQHJGFID07DA,坡道平面,1250000,25.02,地下一樓
RPPOMLRLQHJGFID56DA,坡道平面,0,25.02,地下二樓
RPPOMLRLQHJGFID56DA,坡道平面,0,25.02,地下二樓
RPSVMLSJRHJGFID57DA,坡道平面,1300000,25.02,地下一樓
RPUNMLSJRHJGFID96DA,坡道平面,1150000,25.02,地下二樓
RPVTMLSJRHJGFID67DA,坡道平面,1250000,25.02,地下一樓
RPXNMLQKQHJGFID07DA,坡道平面,1300000,25.02,地下一樓
RPOOMLMKRHJGFID58DA,坡道平面,1150000,25.02,地下二樓
RPSOMLMKRHJGFID98DA,坡道平面,1150000,25.02,地下二樓
RPXOMLMKRHJGFID86DA,坡道平面,1150000,25.02,地下二樓
RPWOMLMKRHJGFID76DA,坡道平面,1150000,25.02,地下二樓
RPTQMLMKRHJGFID66DA,坡道平面,1150000,25.02,地下二樓
RPVNMLTLQHJGFBD56DA,坡道平面,1400000,23.33,地下二樓
RPUNMLSKOHJGFID76DA,坡道平面,1300000,25.02,地下一樓
RPSQMLMKRHJGFID56DA,坡道平面,1150000,25.02,地下二樓
RPXOMLSKOHJGFID17DA,坡道平面,1300000,25.02,地下一樓
RPWUMLSJRHJGFID87DA,坡道平面,1200000,25.02,地下二樓
RPOOMLQKQHJGFID88DA,坡道平面,1300000,25.02,地下一樓
RPRUMLTJRHJGFID47DA,坡道平面,1200000,25.02,地下二樓
RPQUMLTJRHJGFID37DA,坡道平面,1150000,25.02,地下二樓
RPWOMLRLQHJGFBD56DA,坡道平面,1400000,23.33,地下二樓
RPPQMLKKRHJGFID68DA,坡道平面,1200000,25.02,地下二樓
RPQQMLKKRHJGFID78DA,坡道平面,1200000,25.02,地下二樓
RPSNMLTLQHJGFBD88DA,坡道平面,1400000,26.48,地下二樓
RPXNMLLKRHJGFGD09DA,一樓平面,850000,12.71,一樓
RPVOMLKKRHJGFID09DA,坡道平面,1300000,25.02,地下一樓
RPPPMLTKQHJGFBD68DA,坡道平面,1500000,23.33,地下一樓
RPQNMLMJRHJGFAD77DA,坡道機械,1130000,18.54,地下三樓
RPPNMLKKRHJGFBD67DA,坡道平面,1400000,21.76,地下一樓
RPVNMLKLOHJGFBD08DA,坡道平面,1000000,23.33,地下二樓
RPSNMLTJRHJGFCD88DA,坡道平面,1350000,24.05,地下二樓
RPTOMLKKRHJGFBD18DA,坡道平面,1300000,24.62,地下二樓
RPUOMLKKRHJGFBD28DA,坡道平面,1300000,24.62,地下二樓
RPROMLLJRHJGFHD58DA,坡道平面,1100000,37.07,地下一樓
RPOOMLSLQHJGFBD48DA,坡道平面,1100000,22.60,地下二樓
RPVNMLLLQHJGFGD88DA,一樓平面,850000,12.71,一樓
RPXOMLLJRHJGFHD56DA,一樓平面,1100000,38.18,一樓
RPPOMLLMQHJGFHD58DA,一樓平面,1100000,38.18,一樓
RPROMLLMQHJGFHD78DA,一樓平面,1100000,38.18,一樓
RPPNMLLJRHJGFHD28DA,坡道平面,1050000,38.18,地下二樓
RPWNMLLJRHJGFHD98DA,坡道平面,1150000,44.54,地下二樓
RPVNMLLJRHJGFHD88DA,坡道平面,1000000,37.07,地下二樓
RPTNMLLJRHJGFHD68DA,坡道平面,1050000,38.18,地下二樓
RPOPMLLJRHJGFHD38DA,坡道平面,1050000,38.18,地下二樓
RPOQMLKMQHJGFHD58DA,坡道平面,1050000,38.18,地下一樓
RPUPMLLJRHJGFHD98DA,坡道平面,1150000,38.18,地下一樓
RPTPMLLJRHJGFHD88DA,坡道平面,1050000,38.18,地下二樓
RPSOMLLJRHJGFHD68DA,坡道平面,1150000,38.18,地下一樓
RPQOMLLJRHJGFHD48DA,坡道平面,1150000,38.18,地下一樓
RPWNMLNJRHJGFHD56DA,坡道平面,1050000,38.17,地下二樓
RPQPMLLJRHJGFHD58DA,坡道平面,1050000,38.18,地下二樓
RPOQMLMJRHJGFHD58DA,坡道平面,1150000,39.60,地下二樓
