鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
南區,租賃房屋,臺中市南區學府路１６８巷７號１９樓之７,0.0,,,,1130724,土地0建物1車位0,十九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860428,50.78,1,0,1,有,有,有,8200,161,,0.0,0,續租案件；,RPUOMLMKQHJGFAB18CC,獨立套房,有,1130801~1140731,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
南區,租賃房屋,臺中市南區工學北路８６號６樓之１３,0.0,,,,1130728,土地0建物1車位0,六層,18,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0850506,30.47,1,0,1,有,有,有,7500,246,,0.0,0,,RPVOMLMKQHJGFAB28CC,獨立套房,有,1130805~1140804,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
南區,租賃房屋,臺中市南區復新街５５號３樓之６,0.0,,,,1130802,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0840703,34.93,1,0,1,有,有,有,5500,157,,0.0,0,管理費500元由出租人負擔，租金已扣除續租案件；,RPWOMLMKQHJGFAB38CC,獨立套房,有,1130901~1140831,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
南區,租賃房屋,臺中市南區工學北路８６號１０樓之７,0.0,,,,1130728,土地0建物1車位0,十層,18,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0850506,30.47,1,0,1,有,有,有,7500,246,,0.0,0,,RPXOMLMKQHJGFAB48CC,獨立套房,有,1130805~1140804,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
南區,租賃房屋+車位,臺中市南區台中路５５０號六樓,19.89,住,,,1130718,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0961030,136.84,3,2,2,有,有,有,20720,151,坡道平面,22.56,0,租金已扣除管理費2280元。,RPOPMLMKQHJGFAB67CC,整棟(戶)出租,有,1130901~1140901,有,冷氣、熱水器、洗衣機、冰箱,
北區,租賃房屋+車位,臺中市北區育樂街６２號九樓之７,0.0,,,,1130810,土地0建物1車位1,九層,21,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1080513,103.37,1,0,1,有,有,有,18500,220,坡道平面,30.65,2500,續租案件；,RPQNMLMKQHJGFBB77CC,獨立套房,有,1130810~1140809,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋,臺中市北屯區北屯路２８６號１５樓之２,0.0,,,,1130731,土地0建物1車位0,十五層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850524,30.06,1,0,1,有,有,有,7400,246,,0.0,0,管理費600元由出租人負擔，租金已扣除,RPRNMLMKQHJGFBB87CC,獨立套房,有,1130801~1140731,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北屯區,租賃房屋,臺中市北屯區平德路４３號三樓,0.0,,,,1130809,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0690524,111.23,3,2,2,有,無,無,18000,162,,0.0,0,,RPTNMLMKQHJGFBB08CC,整棟(戶)出租,無,1130815~1140814,無,冷氣、熱水器、電視機,社會住宅代管
北區,租賃房屋,臺中市北區進化北路３１７號７樓之３,0.0,,,,1130720,土地0建物1車位0,七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,84.17,1,1,1,有,有,有,16500,196,,0.0,0,續租案件；,RPVNMLMKQHJGFBB28CC,整棟(戶)出租,有,1130720~1140719,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區太原五街２４號８樓之５,0.0,,,,1130802,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811208,48.93,1,0,1,有,有,有,6600,135,,0.0,0,管理費200元由出租人負擔，租金已扣除續租案件；,RPWNMLMKQHJGFBB38CC,獨立套房,有,1130922~1140921,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
北區,租賃房屋,臺中市北區漢口路四段６２號７樓之８,0.0,,,,1130729,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850715,31.97,0,0,0,無,有,有,7800,244,,0.0,0,,RPXNMLMKQHJGFBB48CC,獨立套房,有,1130805~1140804,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北區,租賃房屋,臺中市北區博館路６５巷９弄２號,0.0,,,,1130723,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811022,26.65,1,0,1,有,有,有,6000,225,,0.0,0,續租案件；,RPOOMLMKQHJGFBB67CC,獨立套房,無,1130809~1140808,無,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北區,租賃房屋,臺中市北區東成路４７巷６號２樓之１,0.0,,,,1130805,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0821028,113.84,3,2,2,有,有,有,12500,110,,0.0,0,社會住宅包租代管案件租金市價打8折。因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,RPPOMLMKQHJGFBB77CC,整棟(戶)出租,有,1130805~1160804,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
北區,租賃房屋,臺中市北區三民路三段２１７號１２樓之１７,0.0,,,,1130802,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),寄宿舍,鋼筋混凝土造,0880623,31.54,1,0,1,有,有,有,7500,238,,0.0,0,續租案件；,RPQOMLMKQHJGFBB87CC,獨立套房,有,1130901~1140831,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北區,租賃房屋,臺中市北區五常街１４８之３號,0.0,,,,1130729,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700815,85.12,4,1,2,有,無,有,26000,305,,0.0,0,多人共同承租4；,RPROMLMKQHJGFBB97CC,整棟(戶)出租,無,1130801~1140731,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區山西路一段１８號６樓之１,0.0,,,,1130718,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860419,151.07,3,2,2,有,有,無,22000,146,,0.0,0,含增建或未登記建物；,RPSOMLMKQHJGFBB08CC,整棟(戶)出租,無,1130801~1140731,有,冷氣、熱水器,
西屯區,租賃房屋,臺中市西屯區長安路二段７０巷６之３號,0.0,,,,1130729,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720120,100.81,3,2,1,有,無,有,12000,119,,0.0,0,續租案件；,RPQNMLMKQHJGFCB87CC,整棟(戶)出租,無,1130811~1140810,無,熱水器、瓦斯或天然氣,社會住宅代管
西屯區,租賃房屋,臺中市西屯區福聯街１５巷９號十三樓之２１,0.0,,,,1130802,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830908,34.76,1,0,1,有,有,有,6700,193,,0.0,0,,RPRNMLMKQHJGFCB97CC,獨立套房,有,1130807~1140806,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視,社會住宅代管
西屯區,租賃房屋,臺中市西屯區大有東街２之６號,0.0,,,,1130730,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710428,75.07,3,1,1,有,有,有,18000,240,,0.0,0,,RPVNMLMKQHJGFCB38CC,整棟(戶)出租,有,1130801~1140731,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
西屯區,租賃房屋,臺中市西屯區何厝東二街２３號七樓之２,0.0,,,,1130725,土地0建物1車位0,七層,9,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,0871107,59.94,0,0,0,無,有,有,12000,200,,0.0,0,續租案件；,RPXNMLMKQHJGFCB58CC,獨立套房,有,1130725~1140724,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
西屯區,車位,臺中市西屯區何厝東二街２３號等公共設施B３-２６A,0.0,,,,1130725,土地0建物0車位1,,,其他,,,,15.0,0,0,0,無,無,無,2600,,坡道平面,15.0,2600,其他清潔保養費；續租案件；,RPOOMLMKQHJGFCB77CC,,,1130725~1140724,,,
西屯區,租賃房屋,臺中市西屯區福聯街２２巷１２號５樓之１９,0.0,,,,1130723,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830930,21.060000000000002,1,0,1,有,有,有,5000,237,,0.0,0,續租案件；,RPPOMLMKQHJGFCB87CC,獨立套房,有,1130818~1140817,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
西屯區,租賃房屋,臺中市西屯區永福路１３０號１０樓之７,0.0,,,,1130724,土地0建物1車位0,十層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850527,59.260000000000005,1,0,1,有,有,有,11500,194,,0.0,0,續租案件；,RPQOMLMKQHJGFCB97CC,獨立套房,有,1130801~1140731,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
南屯區,租賃房屋,臺中市南屯區向心路１０９號３樓之２１,0.0,,,,1130729,土地0建物1車位0,三層,23,住宅大樓(11層含以上有電梯),辦公室,鋼筋混凝土造,0861216,72.24000000000001,1,0,1,有,有,有,7000,97,,0.0,0,續租案件；,RPROMLMKQHJGFCB08CC,獨立套房,有,1130820~1140819,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
西屯區,車位,臺中市西屯區文心路三段６號等公共設施車位B４-２１１,0.0,,,,1130730,土地0建物0車位1,,,其他,,,,35.91,0,0,0,無,無,無,2800,,坡道平面,35.91,2800,其他清潔保養費；續租案件；,RPSOMLMKQHJGFCB18CC,,,1130728~1140727,,,
西屯區,租賃房屋,臺中市西屯區至善路３８巷５８號八樓之１０,0.0,,,,1130812,土地0建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980121,77.86,1,0,1,有,有,有,14800,190,,0.0,0,續租案件；,RPTOMLMKQHJGFCB28CC,獨立套房,有,1130815~1140814,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
西屯區,租賃房屋,臺中市西屯區永福路１３２號１０樓之８,0.0,,,,1130806,土地0建物1車位0,十層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850527,41.89,1,0,1,有,有,有,11500,275,,0.0,0,社會住宅包租代管案件租金市價打9折。因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,RPUOMLMKQHJGFCB38CC,獨立套房,有,1130810~1140809,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
西屯區,租賃房屋,臺中市西屯區福上巷３１９弄２２之５號６樓,0.0,,,,1130802,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781206,19.34,1,0,1,有,有,有,5500,284,,0.0,0,,RPVOMLMKQHJGFCB48CC,獨立套房,有,1130802~1140801,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
西屯區,租賃房屋,臺中市西屯區青海路一段６３之１號,0.0,,,,1130806,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690105,102.19,4,2,2,有,無,有,32000,313,,0.0,0,多人共同承租4；,RPWOMLMKQHJGFCB58CC,整棟(戶)出租,無,1130810~1140809,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
后里區,租賃房屋,臺中市后里區甲后路一段６０號六樓之７,0.0,,,,1130809,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1130104,43.93,1,0,1,有,無,有,7500,171,,0.0,0,,RPPNMLMKQHJGFDB87CC,獨立套房,無,1130810~1140809,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
豐原區,租賃房屋+車位,臺中市豐原區仁洲街８號１３樓之７,29.4,住,,,1130812,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1121001,142.98000000000002,3,2,2,有,有,無,27000,189,坡道平面,22.5,0,租金總額含管理費；其他1個汽車位、1機車位；,RPQNMLMKQHJGFDB97CC,整棟(戶)出租,有,1130901~1140831,有,冷氣、熱水器、瓦斯或天然氣,
潭子區,租賃房屋+車位,臺中市潭子區祥和路１３３巷６６號四樓之１,0.0,,,,1130809,土地0建物1車位1,四層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1061117,112.41,2,2,1,有,有,無,18000,160,坡道平面,31.41,0,多人共同承租2；,RPQNMLMKQHJGFHB38CC,整棟(戶)出租,有,1130903~1140902,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
烏日區,租賃房屋+車位,臺中市烏日區高鐵三路３３號２樓之５,12.24,商,,,1130809,土地1建物0車位1,二層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100621,112.1,2,2,2,有,有,有,18500,165,坡道平面,39.32,0,租金總額含管理費；,RPPNMLMKQHJGFIB38CC,分租套房,有,1130809~1160814,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,
大里區,租賃房屋,臺中市大里區新南路１４０號５樓之１０,0.0,,,,1130805,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0800515,37.84,1,0,1,有,有,有,11000,291,,0.0,0,,RPQNMLMKQHJGFIB48CC,獨立套房,有,1130807~1140806,有,冷氣、熱水器、洗衣機、電視機、冰箱,
大里區,租賃房屋+車位,臺中市大里區新甲路５號二樓之１,0.0,,,,1130731,土地0建物1車位1,二層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1041022,193.64,3,2,2,有,有,有,23000,119,坡道平面,0.0,3000,續租案件；,RPRNMLMKQHJGFIB58CC,整棟(戶)出租,有,1130820~1140819,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
霧峰區,租賃房屋,臺中市霧峰區民生路１６６號７樓之３,0.0,,,,1130727,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0811119,106.84,6,2,2,有,有,有,21000,197,,0.0,0,多人共同承租5；,RPSNMLMKQHJGFIB68CC,整棟(戶)出租,有,1130801~1140731,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
大里區,租賃房屋,臺中市大里區大峰路４３７巷７弄２號５樓,13.53,,鄉村區,乙種建築用地,1130802,土地1建物1車位0,五層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0881209,67.31,3,1,1,有,有,有,18000,267,,0.0,0,租金總額含管理費；,RPTNMLMKQHJGFIB78CC,整棟(戶)出租,有,1130805~1150804,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
霧峰區,租賃房屋,臺中市霧峰區新生路５號二樓之１,0.0,,,,1130715,土地0建物0車位0,二層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1041208,36.46,4,0,4,有,有,有,8000,219,,0.0,0,租金總額含網路費；,RPUNMLMKQHJGFIB88CC,分租套房,有,1130715~1140714,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
霧峰區,租賃房屋,臺中市霧峰區新生路,0.0,,,,1130723,土地0建物0車位0,二層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1041208,36.46,4,0,4,有,有,有,9000,247,,0.0,0,租金總額含管理費；,RPVNMLMKQHJGFIB98CC,分租套房,有,1130723~1140722,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
大里區,租賃房屋,臺中市大里區現岱路３７號９樓之２,0.0,,,,1130722,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),集合住宅，機電設備空間,鋼筋混凝土造,0880521,98.77000000000001,2,2,1,有,有,有,18500,187,,0.0,0,續租案件；,RPWNMLMKQHJGFIB09CC,整棟(戶)出租,有,1130801~1140731,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
霧峰區,租賃房屋,臺中市霧峰區民生路１６６號７樓之１,0.0,,,,1130731,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,0811119,132.24,4,1,2,有,有,有,15000,113,,0.0,0,多人共同承租4；,RPXNMLMKQHJGFIB56CC,整棟(戶)出租,有,1130801~1140731,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
太平區,租賃房屋+車位,臺中市太平區育賢路３４３號１１樓之３,19.13,商,,,1130722,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120607,201.57,4,2,3,有,有,有,38000,198,坡道平面,24.92,3000,,RPPNMLMKQHJGFJB48CC,整棟(戶)出租,有,1130725~1140724,有,冷氣、熱水器、瓦斯或天然氣,
太平區,租賃房屋,臺中市太平區中山路一段１７７號三樓之１,0.0,,,,1130810,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0840420,12.4,1,0,1,有,無,有,4500,363,,0.0,0,,RPQNMLMKQHJGFJB58CC,獨立套房,無,1130810~1140809,無,冷氣、熱水器、冰箱,社會住宅代管
太平區,租賃房屋,臺中市太平區大興二十一街１４８號２樓,0.0,,,,1130731,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,0790430,86.55,3,2,1,有,無,無,15000,173,,0.0,0,,RPRNMLMKQHJGFJB68CC,整棟(戶)出租,無,1130801~1140731,無,熱水器、瓦斯或天然氣,社會住宅代管
龍井區,租賃房屋,臺中市龍井區新興路３巷１６號５樓,0.0,,,,1130812,土地0建物0車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820317,10.0,15,0,15,有,無,有,6500,650,,0.0,0,租金總額含水費；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；,RPPNMLMKQHJGFKB58CC,分租套房,無,1130812~1140811,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
大肚區,租賃房屋,臺中市大肚區中蔗路２之３７號,0.0,,,,1130726,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0690904,111.52,2,2,2,有,無,無,30000,269,,0.0,0,含增建或未登記建物；含營業設備；,RPQNMLMKQHJGFKB68CC,,無,1130801~1150731,無,熱水器、冰箱,
龍井區,租賃房屋,臺中市龍井區新興路４５巷８號,0.0,,,,1130805,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0770901,14.96,68,1,68,有,無,有,7613,509,,0.0,0,租金總額含水費；網路費；,RPRNMLMKQHJGFKB78CC,分租套房,無,1130806~1131105,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
豐原區,租賃房屋+車位,臺中市豐原區三豐路一段７６號８樓,0.0,,,,1130809,土地0建物1車位1,八層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1060816,143.65,3,2,2,有,有,有,27000,202,坡道平面,24.63,3000,,RPPNMLMKQHJGFDB97DC,整棟(戶)出租,有,1130810~1140809,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路,
西區,租賃房屋+車位,臺中市西區英才路４７０巷７號８樓之１２,0.0,,,,1130731,土地0建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830606,47.47,1,0,1,有,有,有,10000,211,升降機械,0.0,0,續租案件；,RPPNMLNKQHJGFAB67CC,獨立套房,有,1130812~1140811,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
