鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
土城區,租賃房屋,新北市土城區延吉街２９６巷１弄９號３樓,0.0,,,,1130807,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740614,77.76,3,2,2,有,無,有,22000,283,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為27500元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為22000元。,RPTNMLMKQHJGFAF38CC,整棟(戶)出租,無,1130825~1140824,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區國慶路１４９巷２９弄１５號,0.0,,,,1130808,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0720325,96.95,3,2,1,有,無,無,16000,165,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為20000元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為16000元。,RPUNMLMKQHJGFAF48CC,整棟(戶)出租,無,1130823~1140822,無,熱水器,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區長安街２６１巷２７號１１樓,0.0,,,,1130729,土地0建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830606,123.01,3,2,2,有,有,有,27000,219,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為33750 元，因選擇包租方案須打8 折且簽約租金無條件捨去至百分位，實際租賃契約金額27000 元。,RPVNMLMKQHJGFAF58CC,整棟(戶)出租,有,1130805~1140804,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
土城區,租賃房屋,新北市土城區中央路四段２９６號附４樓,0.0,,,,1130810,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750407,20.4,4,0,4,有,無,有,10000,490,,0.0,0,承租 D房租金總額含水費；網路費；其他第四台費用；,RPWNMLMKQHJGFAF68CC,分租套房,無,1130810~1140809,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
板橋區,租賃房屋,新北市板橋區民生路三段２５０號２４樓,0.0,,,,1130810,土地0建物1車位0,二十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850120,108.48,3,2,2,有,有,有,15000,138,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為16700元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位實際租賃契約金額15000元。續租案件；,RPXNMLMKQHJGFAF78CC,整棟(戶)出租,有,1130810~1140809,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
板橋區,租賃房屋,新北市板橋區稚暉街４８巷５號二樓,0.0,,,,1130810,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700709,83.85,3,2,1,有,無,有,23500,280,,0.0,0,此為 新北市 社會住宅包租代管計畫之物件，評定市價租金為 26112元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額23500 元。,RPOOMLMKQHJGFAF97CC,整棟(戶)出租,無,1130820~1140819,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區大觀路二段１８７巷１號三樓,0.0,,,,1130727,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,83.66,3,1,1,有,無,無,19900,238,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金24875元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額19900元,RPPOMLMKQHJGFAF08CC,整棟(戶)出租,無,1130810~1160809,無,熱水器、洗衣機、電視機,社會住宅包租轉租
土城區,租賃房屋,新北市土城區金城路三段１６４號４樓,0.0,,,,1130807,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850301,26.85,1,0,1,有,有,有,8500,317,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為10625元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額8500元。,RPQOMLMKQHJGFAF18CC,獨立套房,有,1130810~1140809,有,冷氣、熱水器、冰箱,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區四維路１３０號五樓,0.0,,,,1130809,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.41,3,2,2,有,無,有,18000,204,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為20000元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為18000元。,RPROMLMKQHJGFAF28CC,整棟(戶)出租,無,1130825~1140824,無,熱水器,社會住宅代管
板橋區,租賃房屋,新北市板橋區光環路一段９２號９樓,0.0,,,,1130726,土地0建物0車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021224,109.27,3,2,2,有,有,有,40000,366,,0.0,0,租金總額含管理費；未租賃車位，建物登記含有車位面積；,RPSOMLMKQHJGFAF38CC,分租套房,有,1130726~1140729,有,冷氣、熱水器、電視機、冰箱,
板橋區,租賃房屋+車位,新北市板橋區廣和街５７號９樓,0.0,,,,1130805,土地0建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960523,126.39,3,1,2,有,有,有,20200,160,坡道機械,16.4,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為22445元，因選擇（代管）方案需打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為20200元。每月租賃住宅管理費2429元另計。續租案件；,RPTOMLMKQHJGFAF48CC,整棟(戶)出租,有,1130821~1140820,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區民生路二段２３２號５樓之２７,0.0,,,,1130727,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,28.89,1,0,1,有,有,有,13000,450,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為16300元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額13000元,RPUOMLMKQHJGFAF58CC,獨立套房,有,1130801~1140731,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區成功路６巷３１號,0.0,,,,1130805,土地0建物0車位0,全,3,透天厝,住家用,加強磚造,0570701,19.75,5,1,4,有,無,有,8000,405,,0.0,0,,RPVOMLMKQHJGFAF68CC,分租套房,無,1130805~1140804,無,冷氣、熱水器、電視機、冰箱,一般代管
板橋區,租賃房屋,新北市板橋區華興街３１巷１９號二樓,0.0,,,,1130810,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,82.0,2,2,1,有,無,無,25000,305,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為27800元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為25000元。,RPWOMLMKQHJGFAF78CC,整棟(戶)出租,無,1130824~1140823,無,冷氣、熱水器、洗衣機、電視機,社會住宅代管
板橋區,租賃房屋,新北市板橋區江寧路三段１２３巷６號,0.0,,,,1130812,土地0建物0車位0,全,2,透天厝,住家用,加強磚造,,19.0,3,0,3,有,無,有,16000,842,,0.0,0,101室租金總額含網路費；其他第四台；續租案件；,RPXOMLMKQHJGFAF88CC,分租套房,無,1130815~1140814,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
板橋區,租賃房屋,新北市板橋區民生路二段１０之３號１５樓,0.0,,,,1130729,土地0建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860815,38.97,1,0,1,有,有,有,16500,423,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為20625元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額16500元,RPOPMLMKQHJGFAF08CC,獨立套房,有,1130801~1140731,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
土城區,租賃房屋,新北市土城區明德路一段９３巷８號７樓之１,0.0,,,,1130802,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930624,40.64,1,0,1,有,有,有,15000,369,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為18800元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額15000元,RPPPMLMKQHJGFAF18CC,獨立套房,無,1130805~1140804,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區國泰街１０１號二樓,0.0,,,,1130812,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660420,64.8,1,1,1,有,無,有,15000,231,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為18800元，因選擇包租方案須打八折且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。,RPQPMLMKQHJGFAF28CC,獨立套房,無,1130824~1160823,無,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區文化路一段１８８巷１１弄２２號二樓,0.0,,,,1130810,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,54.82,2,2,1,有,無,有,21000,383,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為23400元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為21000元。,RPRPMLMKQHJGFAF38CC,整棟(戶)出租,無,1130816~1140815,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區中山路一段１號十二樓之２１,2.83,商,,,1130718,土地1建物1車位0,十二層,23,辦公商業大樓,辦公室,鋼骨鋼筋混凝土造,0900216,35.2,1,0,1,有,有,有,16900,480,,0.0,0,1.租金已扣除管理費600元2.租賃用途為辦公室,RPUPMLMKQHJGFAF68CC,,有,1130718~1141217,有,冷氣、熱水器、洗衣機、電視機、冰箱,
板橋區,租賃房屋,新北市板橋區金門街５５號８樓,0.0,,,,1130810,土地0建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920117,141.0,3,2,2,有,有,無,27000,191,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為30000元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為27000元。管理費每個月1900元不包含在租金內,RPVPMLMKQHJGFAF78CC,整棟(戶)出租,有,1131006~1141005,有,冷氣、熱水器,社會住宅代管
板橋區,租賃房屋,新北市板橋區成功路１９號,0.0,,,,1130720,土地0建物0車位0,全,4,透天厝,住商用,加強磚造,0580115,42.98,11,10,5,有,無,有,24000,558,,0.0,0,,RPWPMLMKQHJGFAF88CC,分租套房,無,1130723~1140722,無,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
林口區,租賃房屋+車位,新北市林口區文化二路一段９６巷１２號,0.0,,,,1130807,土地0建物1車位1,一層,15,店面(店鋪),日用品零售或服務業、一般事務所,鋼筋混凝土造,1020129,195.24,0,0,0,無,有,無,55000,282,坡道平面,19.87,0,,RPPNMLMKQHJGFBF08CC,,有,1130910~1160909,有,,
林口區,租賃房屋,新北市林口區八德路２３８號七樓,0.0,,,,1130809,土地0建物1車位0,七層,16,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1040129,69.4,1,1,1,有,有,有,22000,317,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為27500元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為22000元。,RPRNMLMKQHJGFBF28CC,獨立套房,有,1130825~1140824,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區中正路８９７號之２十三樓,0.0,,,,1130808,土地0建物1車位0,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870701,77.46000000000001,3,2,2,有,有,有,12200,158,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為15300元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額為12200元。,RPTNMLMKQHJGFBF48CC,整棟(戶)出租,有,1130831~1140830,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區新北大道七段８１８號１２樓,0.0,,,,1130726,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1101227,107.60999999999999,2,2,2,有,有,有,17000,158,,0.0,0,管理費3255元，租金不含管理費，承租人無須負擔此為新北市社會住宅包租代管計畫之物件，評定市價租金為21300元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額17000元,RPUNMLMKQHJGFBF58CC,整棟(戶)出租,有,1130801~1160731,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
五股區,租賃房屋,新北市五股區成泰路一段３２巷３７號七樓,0.0,,,,1130807,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860306,90.18,3,1,2,有,有,有,17800,197,,0.0,0,此為 新北市 社會住宅包租代管計畫之物件，評定市價租金為 19779元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額17800 元。管理費1200元，由承租人負擔。,RPVNMLMKQHJGFBF68CC,整棟(戶)出租,有,1130810~1140809,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
新莊區,租賃房屋,新北市新莊區天祥街１７號１１樓,0.0,,,,1130722,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070112,39.95,1,0,1,有,有,有,16500,413,,0.0,0,租金總額含管理費；,RPWNMLMKQHJGFBF78CC,整棟(戶)出租,有,1130722~1140724,有,冷氣、熱水器、洗衣機、電視機、冰箱,
新莊區,租賃房屋,新北市新莊區五工二路５０巷２１號３樓,0.0,,,,1130801,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800727,154.27,3,2,2,有,無,無,17500,113,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為21875元，因選擇包租方案須打8折且簽約租金無條件捨去至百分位，實際租賃契約金額17500元續租案件；,RPXNMLMKQHJGFBF88CC,整棟(戶)出租,無,1130810~1140809,無,熱水器、瓦斯或天然氣,社會住宅包租轉租
林口區,租賃房屋,新北市林口區文林二街３０號五樓,0.0,,,,1130810,土地0建物1車位0,五層,10,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1040108,128.75,3,2,2,有,有,有,29000,225,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為32300元，因選擇代管方案須打九折且簽約租金無條件捨去至百分位，實際租賃契約金額為29000元。管理費每個月3928元不包含在租金內,RPOOMLMKQHJGFBF08CC,整棟(戶)出租,有,1130815~1140814,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
五股區,租賃房屋+車位,新北市五股區御史路８９號十二樓,0.0,,,,1130807,土地0建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941019,180.34,3,2,2,有,有,有,27500,159,坡道平面,29.48,3500,此為 新北市 社會住宅包租代管計畫之物件，評定市價租金為26668 元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額24000 元。管理費2500元，由承租人負擔。,RPPOMLMKQHJGFBF18CC,整棟(戶)出租,有,1130815~1140814,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
五股區,租賃房屋,新北市五股區蓬萊路１０２號８樓,0.0,,,,1130717,土地0建物1車位0,八層,9,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1101025,60.32,1,1,1,有,有,無,18000,298,,0.0,0,1.此為新北市社會住宅包租代管計畫之物件，評定市價租金為22500元，因選擇包租方案須打8折，實際租賃契約金額18000元。2.管理費1500元，租金不含管理費，承租人無需負擔管理費。,RPQOMLMKQHJGFBF28CC,整棟(戶)出租,有,1130717~1140716,有,冷氣、熱水器,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區福樂街１１８巷１弄８號３樓,0.0,,,,1130810,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660209,63.42,3,2,1,有,無,無,15000,237,,0.0,0,此為新北市社會住宅包租代管計畫之物件，評定市價租金為16700元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位實際租賃契約金額15000元。續租案件；,RPTOMLMKQHJGFBF58CC,整棟(戶)出租,無,1130810~1140809,無,熱水器、冰箱、瓦斯或天然氣,社會住宅代管
新莊區,租賃房屋+車位,新北市新莊區豐盛一街１０號１０樓,0.0,,,,1130730,土地0建物1車位1,十層,15,辦公商業大樓,一般事務所,鋼筋混凝土造,1060419,95.81,2,2,1,有,有,有,28500,297,坡道平面,26.94,0,租金總額含管理費；,RPUOMLMKQHJGFBF68CC,整棟(戶)出租,有,1130803~1140802,有,冷氣、熱水器、瓦斯或天然氣,
五股區,租賃房屋+車位,新北市五股區新五路二段５８８號八樓,0.0,,,,1130807,土地0建物1車位1,八層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070410,167.16,3,2,2,有,有,有,26500,177,坡道平面,34.69,3000,此為 新北市 社會住宅包租代管計畫之物件，評定市價租金為 26112元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金額23500 元。管理費3500元，由承租人負擔。,RPVOMLMKQHJGFBF78CC,整棟(戶)出租,有,1130825~1140824,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
