鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
花蓮市,租賃房屋,花蓮縣花蓮市和平路３６２號八樓之七,0.0,,,,1130817,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830315,69.24000000000001,2,1,1,有,有,無,12000,173,,0.0,0,,RPQNMLTKQHJGFAU67CC,整棟(戶)出租,有,1130901~1140831,有,冷氣、熱水器、洗衣機、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市國盛二街２７９號３樓之８,0.0,,,,1130814,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820120,28.58,1,0,1,有,無,有,5500,192,,0.0,0,,RPRNMLTKQHJGFAU77CC,獨立套房,無,1130814~1150818,有,冷氣、熱水器、洗衣機、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市球崙二路２１７號三樓之八,0.0,,,,1130816,土地0建物1車位0,見其他登記事項,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860827,91.28999999999999,2,1,2,有,有,有,13500,148,,0.0,0,,RPPNMLKLQHJGFAU76CC,整棟(戶)出租,有,1130616~1140615,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
花蓮市,租賃房屋,花蓮縣花蓮市裕祥路１０５號,0.0,,,,1130819,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0761106,109.54,3,1,3,有,無,有,13500,123,,0.0,0,,RPQNMLKLQHJGFAU86CC,整棟(戶)出租,無,1130820~1140819,無,熱水器,社會住宅代管
吉安鄉,租賃房屋+車位,花蓮縣吉安鄉東里八街６６號５F-５,0.0,,,,1130819,土地0建物1車位1,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1121221,92.25,2,2,1,有,有,有,19800,215,升降機械,12.87,0,,RPSNMLKLQHJGFAU07CC,整棟(戶)出租,無,1130901~1150831,有,冷氣、熱水器、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市國盛四街５５號二樓之三,0.0,,,,1130805,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810616,28.43,1,0,1,有,無,有,6000,211,,0.0,0,,RPTNMLKLQHJGFAU17CC,獨立套房,無,1130807~1140806,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
花蓮市,租賃房屋,花蓮縣花蓮市長安街２７號十六樓之八,0.0,,,,1130816,土地0建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851029,71.6,2,1,1,有,有,無,10000,140,,0.0,0,,RPVNMLKLQHJGFAU37CC,整棟(戶)出租,有,1130910~1140909,有,冷氣、熱水器、洗衣機、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市長安街２７號十六樓之九,0.0,,,,1130816,土地0建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851029,100.41,2,1,1,有,有,無,10000,100,,0.0,0,,RPXNMLKLQHJGFAU57CC,整棟(戶)出租,有,1130910~1140909,有,冷氣、熱水器、洗衣機、冰箱,
花蓮市,租賃房屋,花蓮縣花蓮市國民七街５３號四樓之十二,0.0,,,,1130816,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,40.57,1,0,1,有,有,有,6500,160,,0.0,0,,RPOOMLKLQHJGFAU76CC,獨立套房,有,1130816~1140815,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
花蓮市,租賃房屋,花蓮縣花蓮市忠孝街６０之１號５樓,0.0,,,,1130815,土地0建物0車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761117,33.59,10,2,9,有,無,有,8000,238,,0.0,0,5樓有一間房無衛浴.但有出租,RPQOMLKLQHJGFAU96CC,分租套房,無,1130815~1140214,有,冷氣、熱水器、電視機、冰箱,一般轉租
吉安鄉,租賃房屋,花蓮縣吉安鄉中央路三段６１２號四樓,0.0,,,,1130817,土地0建物0車位0,四層,5,華廈(10層含以下有電梯),旅館,鋼筋混凝土造,1100224,23.14,5,0,5,有,無,有,8800,380,,0.0,0,402室,RPSNMLLLQHJGFAU17CC,分租套房,無,1130820~1140819,有,冷氣、熱水器、電視機、冰箱、網路,
花蓮市,租賃房屋,花蓮縣花蓮市國盛一街１９０號６F-２,0.0,,,,1130811,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),辦公廳,鋼筋混凝土造,0770208,62.559999999999995,2,1,1,有,有,有,10000,160,,0.0,0,,RPPNMLMLQHJGFAU96CC,整棟(戶)出租,有,1130815~1140814,有,冷氣、熱水器,
花蓮市,租賃房屋,花蓮縣花蓮市中美路２４８號,0.0,,,,1130813,土地0建物0車位0,三層,4,店面(店鋪),住家用,鋼筋混擬土、鋼骨或鋼骨混合造,1110526,39.64,7,1,8,有,無,有,8000,202,,0.0,0,,RPQNMLMLQHJGFAU07CC,分租套房,無,1130814~1140813,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
花蓮市,租賃房屋,花蓮縣花蓮市中央路四段３２２號,0.0,,,,1130820,土地0建物0車位0,全,3,透天厝,住商用,鋼鐵﹝鋼骨﹞造有牆,0950102,26.45,12,0,12,有,無,有,6000,227,,0.0,0,,RPSNMLMLQHJGFAU27CC,分租套房,無,1130903~1140402,有,冷氣、電視機、冰箱、有線電視、網路,一般轉租
新城鄉,租賃房屋,花蓮縣新城鄉光復路４９７之１８號,0.0,,,,1130819,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),店舖,鋼筋混凝土造,1100204,79.41,1,1,1,有,有,有,11500,145,,0.0,0,,RPRNMLNLQHJGFAU27CC,獨立套房,有,1130814~1140813,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
吉安鄉,租賃房屋,花蓮縣吉安鄉仁里二街１號,0.0,,,,1130819,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0840221,196.61,4,2,3,有,無,有,13500,69,,0.0,0,,RPSNMLNLQHJGFAU37CC,整棟(戶)出租,無,1130830~1140829,無,熱水器、電視機,社會住宅代管
新城鄉,租賃房屋,花蓮縣新城鄉立業街４巷８號,0.0,,,,1130819,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0730107,61.26,2,1,2,有,無,無,10000,163,,0.0,0,,RPTNMLNLQHJGFAU47CC,整棟(戶)出租,無,1130829~1140828,無,冷氣、洗衣機、電視機,社會住宅代管
吉安鄉,租賃房屋,花蓮縣吉安鄉南海五街２４９巷１號,0.0,,,,1130817,土地0建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,0710226,104.28,3,2,2,有,無,無,20000,192,,0.0,0,,RPUNMLNLQHJGFAU57CC,整棟(戶)出租,無,1130905~1150904,無,冷氣、熱水器、電視機,
花蓮市,租賃房屋,花蓮縣花蓮市民國路３２-２號,0.0,,,,1130817,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0950331,88.54,0,0,0,無,無,無,28000,316,,0.0,0,,RPPNMLQLQHJGFAU37CC,,無,1130901~1160831,無,,
花蓮市,租賃房屋,花蓮縣花蓮市國聯五路３號４樓之８,0.0,,,,1130817,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820622,28.450000000000003,0,0,0,無,有,有,6500,228,,0.0,0,,RPPNMLQLQHJGFAU47DC,獨立套房,無,1130820~1140719,有,冷氣、熱水器、洗衣機、電視機、冰箱,
花蓮市,土地,慶豐段61-2地號,470.0,農,,,1130817,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,40000,85,,0.0,0,,RPQNMLQLQHJGFAU57DC,,,1131001~1180930,,,
吉安鄉,租賃房屋,花蓮縣吉安鄉東海五街１號四樓之一,0.0,,,,1130816,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1121114,95.58999999999999,2,1,2,有,有,有,18554,194,,0.0,0,,RPTNMLRLQHJGFAU87CC,整棟(戶)出租,有,1130901~1140831,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,
花蓮市,租賃房屋,花蓮縣花蓮市富裕三街５２號２樓之１,0.0,,,,1130816,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840701,18.7,1,1,1,有,有,無,6500,348,,0.0,0,,RPOOMLTLQHJGFAU67CC,獨立套房,無,1130816~1140815,有,冷氣、熱水器、洗衣機、冰箱,
吉安鄉,租賃房屋,花蓮縣吉安鄉北昌村建國路一段２８７巷１０號,157.98,農,,,1130815,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1020301,328.98,5,2,7,有,無,無,60000,182,,0.0,0,,RPPNMLKMQHJGFAU86CC,,無,1130815~1180814,有,,
花蓮市,租賃房屋,花蓮縣花蓮市中華路３２７之７７號,106.0,住,,,1130812,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0770817,222.54,4,3,3,有,無,無,23000,103,,0.0,0,,RPRNMLKMQHJGFAU07CC,整棟(戶)出租,無,1130901~1160831,無,瓦斯或天然氣,
吉安鄉,租賃房屋,花蓮縣吉安鄉明義五街９５號,2309.72,,一般農業區,農牧用地,1130812,土地2建物1車位0,見其他登記事項,2,農舍,農舍,木造,0940202,206.37,4,2,4,有,無,無,70000,,,0.0,0,,RPSNMLKMQHJGFAU17CC,整棟(戶)出租,無,1130901~1150831,無,瓦斯或天然氣,
花蓮市,租賃房屋,花蓮縣花蓮市林森路２８７號二樓之一,0.0,,,,1130816,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1000121,163.62,4,2,2,有,有,無,26000,159,,0.0,0,,RPTNMLKMQHJGFAU27CC,分層出租,有,1130901~1150831,有,瓦斯或天然氣,
花蓮市,租賃房屋,花蓮縣花蓮市中美路６３-１號,0.0,,,,1130820,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0960212,30.25,5,0,5,有,無,有,9800,324,,0.0,0,,RPPNMLNJRHJGFAU96CC,分租套房,無,1130821~1140820,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
